"","Species","Number.x","Temp.Cat","Light_Value","micromol.L.s","Treatment","Run","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID","Number.y","Timepoint","ID","site","genus","Morphology","mtORF","PocHistone","species","TPCBASS"
"11","POC","154","32","0",-0.0184569235836629,"Field","TPCBASS_Run19",0.611,2022-12-11,-0.011277180309618,-0.00359641639344264,-0.00768076391617538,40.9343887333493,-0.000187635974393282,-0.675489507815815,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"12","POC","154","36","0",-0.0280829699248124,"Field","TPCBASS_Run20",0.6,2022-12-11,-0.0168497819548875,-0.00578836642087342,-0.011061415534014,106.783243018943,-0.000103587559445556,-0.372915214004001,"POC-154","154","Dec","POC-154Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"13","POC","156","22","0",-0.0154921631408423,"Field","TPCBASS_Run11",0.597,2022-12-09,-0.00924882139508286,-0.000334287760210787,-0.00891453363487207,101.299494327605,-8.80017584889641e-05,-0.316806330560271,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"14","POC","156","25","0",-0.00529681159420274,"Field","TPCBASS_Run11",0.608,2022-12-09,-0.00322046144927526,-0.000334287760210787,-0.00288617368906448,127.182788150723,-2.26931154052394e-05,-0.081695215458862,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"15","POC","156","28","0",-0.0168368601986245,"Field","TPCBASS_Run9",0.604,2022-12-09,-0.0101694635599692,-0.000194215760938491,-0.0099752477990307,63.571303331195,-0.000156914319454196,-0.564891550035104,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"16","POC","156","30","0",-0.016346785243742,"Field","TPCBASS_Run9",0.605,2022-12-09,-0.00988980507246389,-0.000194215760938491,-0.0096955893115254,84.7166382849969,-0.000114447285772935,-0.412010228782566,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"17","POC","156","32","0",-0.0272743991106579,"Field","TPCBASS_Run10",0.605,2022-12-09,-0.016501011461948,-0.00130490026092522,-0.0151961112010228,95.6841356676741,-0.000158815367824414,-0.571735324167891,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"18","POC","156","36","0",-0.0152548713738376,"Field","TPCBASS_Run10",0.61,2022-12-09,-0.00930547153804095,-0.00130490026092522,-0.00800057127711573,59.8862242106157,-0.000133596188148017,-0.480946277332861,"POC-156","156","Dec","POC-156Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"19","POC","159","22","0",-0.00614770034843204,"Field","TPCBASS_Run15",0.599,2022-12-11,-0.00368247250871079,-0.000206565853658553,-0.00347590665505224,51.1999662835353,-6.78888465629715e-05,-0.244399847626697,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"20","POC","159","25","0",-0.00914912696577258,"Field","TPCBASS_Run16",0.599,2022-12-11,-0.00548032705249778,-0.0005767406173469,-0.00490358643515088,51.8580161264958,-9.45579256867386e-05,-0.340408532472259,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"21","POC","159","28","0",-0.0132231302163523,"Field","TPCBASS_Run18",0.597,2022-12-11,-0.00789420873916234,-0.00133005234782617,-0.00656415639133617,99.1059948510692,-6.6233696571034e-05,-0.238441307655722,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"22","POC","159","30","0",-0.00826539897039888,"Field","TPCBASS_Run17",0.606,2022-12-11,-0.00500883177606172,-0.00192966723981901,-0.00307916453624272,30.3617212564484,-0.000101416007025252,-0.365097625290908,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"23","POC","159","32","0",-0.025368897034687,"Field","TPCBASS_Run19",0.598,2022-12-11,-0.0151706004267429,-0.00359641639344264,-0.0115741840333002,95.1576957933056,-0.000121631613048311,-0.437873806973919,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"24","POC","159","36","0",-0.0506138306451603,"Field","TPCBASS_Run20",0.525,2022-12-11,-0.0265722610887092,-0.00578836642087342,-0.0207838946678357,174.343026896235,-0.000119212652423465,-0.429165548724474,"POC-159","159","Dec","POC-159Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"25","POC","162","22","0",-0.00684716326530607,"Field","TPCBASS_Run6",0.6,2022-12-08,-0.00410829795918364,0.00015939400755438,-0.00426769196673802,56.639844985343,-7.5347875119404e-05,-0.271252350429854,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"26","POC","162","25","0",-0.0277212233535325,"Field","TPCBASS_Run6",0.572,2022-12-08,-0.0158565397582206,0.00015939400755438,-0.0160159337657749,179.914515566635,-8.90196864623919e-05,-0.320470871264611,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"27","POC","162","28","0",-0.0159538795097132,"Field","TPCBASS_Run7",0.59,2022-12-08,-0.00941278891073078,-0.000288085092915289,-0.00912470381781549,87.5243176149622,-0.000104253355712603,-0.37531208056537,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"28","POC","162","30","0",-0.0174482653061225,"Field","TPCBASS_Run7",0.605,2022-12-08,-0.0105562005102041,-0.000288085092915289,-0.0102681154172888,72.7401311431133,-0.000141161629157455,-0.508181864966839,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"29","POC","162","32","0",-0.0263333775510203,"Field","TPCBASS_Run8",0.59,2022-12-08,-0.015536692755102,-0.00117515981411569,-0.0143615329409863,126.39312833917,-0.000113625899838857,-0.409053239419884,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"30","POC","162","36","0",-0.0127196742565435,"Field","TPCBASS_Run8",0.595,2022-12-08,-0.00756820618264336,-0.00117515981411569,-0.00639304636852767,67.3002524413053,-9.49929032450993e-05,-0.341974451682357,"POC-162","162","Dec","POC-162Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"31","POC","165","22","0",-0.0121927630883129,"Field","TPCBASS_Run6",0.597,2022-12-08,-0.0072790795637228,0.00015939400755438,-0.00743847357127718,68.1776522319195,-0.000109104278715462,-0.392775403375663,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"32","POC","165","25","0",-0.0113524552305325,"Field","TPCBASS_Run6",0.596,2022-12-08,-0.00676606331739736,0.00015939400755438,-0.00692545732495174,70.0640617817399,-9.8844645155252e-05,-0.355840722558907,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"33","POC","165","28","0",-0.0160799788583511,"Field","TPCBASS_Run7",0.607,2022-12-08,-0.00976054716701911,-0.000288085092915289,-0.00947246207410382,57.4733747864265,-0.000164814787878803,-0.59333323636369,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"34","POC","165","30","0",-0.0222737768045906,"Field","TPCBASS_Run7",0.595,2022-12-08,-0.0132528971987314,-0.000288085092915289,-0.0129648121058161,101.825934201973,-0.000127323281710337,-0.458363814157214,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"35","POC","165","32","0",-0.0410286524592822,"Field","TPCBASS_Run8",0.585,2022-12-08,-0.0240017616886801,-0.00117515981411569,-0.0228266018745644,117.970090349274,-0.000193494824043803,-0.696581366557692,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"36","POC","165","36","0",-0.0137705405405405,"Field","TPCBASS_Run8",0.598,2022-12-08,-0.00823478324324322,-0.00117515981411569,-0.00705962342912753,65.852542786792,-0.000107203505443733,-0.385932619597439,"POC-165","165","Dec","POC-165Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"37","POC","167","22","0",-0.00955071655208906,"Field","TPCBASS_Run6",0.598,2022-12-08,-0.00571132849814926,0.00015939400755438,-0.00587072250570364,54.0515156030311,-0.000108613466989895,-0.391008481163624,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"38","POC","167","25","0",-0.00851541196265737,"Field","TPCBASS_Run6",0.607,2022-12-08,-0.00516885506133302,0.00015939400755438,-0.0053282490688874,40.671168796165,-0.000131008014438715,-0.471628851979374,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"39","POC","167","28","0",-0.0119107159791372,"Field","TPCBASS_Run7",0.606,2022-12-08,-0.00721789388335712,-0.000288085092915289,-0.00692980879044183,41.3292186391255,-0.000167673356008756,-0.603624081631523,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"40","POC","167","30","0",-0.00965411350844274,"Field","TPCBASS_Run7",0.6,2022-12-08,-0.00579246810506564,-0.000288085092915289,-0.00550438301215035,38.0828394138532,-0.000144537095890703,-0.520333545206532,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"41","POC","167","32","0",-0.0133124437148217,"Field","TPCBASS_Run8",0.604,2022-12-08,-0.00804071600375229,-0.00117515981411569,-0.0068655561896366,32.6868307015761,-0.000210040436539036,-0.756145571540529,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"42","POC","167","36","0",-0.0112001158301158,"Field","TPCBASS_Run8",0.585,2022-12-08,-0.00655206776061772,-0.00117515981411569,-0.00537690794650203,71.0292015514155,-7.56999632413139e-05,-0.27251986766873,"POC-167","167","Dec","POC-167Dec","Manava","Pocillopora","grandis","Haplotype_1a","P grandis","P. grandis","Yes"
"43","POC","168","22","0",-0.00664584566596189,"Field","TPCBASS_Run11",0.599,2022-12-09,-0.00398086155391117,-0.000334287760210787,-0.00364657379370039,48.5238969221619,-7.51500605887018e-05,-0.270540218119327,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"44","POC","168","25","0",-0.00848464962997238,"Field","TPCBASS_Run11",0.607,2022-12-09,-0.00515018232539324,-0.000334287760210787,-0.00481589456518245,54.9289153936456,-8.76750347366148e-05,-0.315630125051813,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"45","POC","168","28","0",-0.0147640803382664,"Field","TPCBASS_Run9",0.598,2022-12-09,-0.00882892004228334,-0.000194215760938491,-0.00863470428134484,69.3621419492487,-0.000124487278487777,-0.448154202555998,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"46","POC","168","30","0",-0.0245606766917289,"Field","TPCBASS_Run9",0.587,2022-12-09,-0.0144171172180449,-0.000194215760938491,-0.0142229014571064,120.953249637362,-0.000117590073022006,-0.423324262879222,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"47","POC","168","32","0",-0.0173106617647064,"Field","TPCBASS_Run10",0.595,2022-12-09,-0.0102998437500003,-0.00130490026092522,-0.00899494348907507,65.0190129857085,-0.000138343279542742,-0.498035806353873,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"48","POC","168","36","0",-0.0184768408089188,"Field","TPCBASS_Run10",0.604,2022-12-09,-0.011160011848587,-0.00130490026092522,-0.00985511158766175,62.8255135091731,-0.000156864799620345,-0.564713278633243,"POC-168","168","Dec","POC-168Dec","Manava","Pocillopora","grandis","Haplotype_1a",NA,"P. grandis","Yes"
"49","POC","169","22","0",-0.0138744882790166,"Field","TPCBASS_Run11",0.587,2022-12-09,-0.00814432461978276,-0.000334287760210787,-0.00781003685957197,108.581912589702,-7.19276044536413e-05,-0.258939376033109,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"50","POC","169","25","0",-0.00478841864018328,"Field","TPCBASS_Run11",0.605,2022-12-09,-0.00289699327731088,-0.000334287760210787,-0.0025627055171001,31.3707310156548,-8.16909722575876e-05,-0.294087500127315,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"51","POC","169","28","0",-0.0163411717040761,"Field","TPCBASS_Run9",0.6,2022-12-09,-0.00980470302244564,-0.000194215760938491,-0.00961048726150715,69.0111820330029,-0.000139259855843524,-0.501335481036685,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"52","POC","169","30","0",-0.0119132578397213,"Field","TPCBASS_Run9",0.603,2022-12-09,-0.00718369447735197,-0.000194215760938491,-0.00698947871641347,62.5622935719887,-0.000111720308149682,-0.402193109338857,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"53","POC","169","32","0",-0.00908133192389022,"Field","TPCBASS_Run10",0.61,2022-12-09,-0.00553961247357303,-0.00130490026092522,-0.00423471221264781,52.2528460322722,-8.10427093297921e-05,-0.291753753587252,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"54","POC","169","36","0",-0.0185317980295567,"Field","TPCBASS_Run10",0.595,2022-12-09,-0.0110264198275862,-0.00130490026092522,-0.00972151956666099,69.3182719597181,-0.000140244690062532,-0.504880884225116,"POC-169","169","Dec","POC-169Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"55","POC","175","22","0",-0.00440330372148866,"Field","TPCBASS_Run15",0.611,2022-12-11,-0.00269041857382957,-0.000206565853658553,-0.00248385272017102,24.088312753557,-0.000103114433359565,-0.371211960094435,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"56","POC","175","25","0",-0.00526127311522053,"Field","TPCBASS_Run16",0.608,2022-12-11,-0.00319885405405408,-0.0005767406173469,-0.00262211343670718,21.1051534654688,-0.000124240434498491,-0.447265564194568,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"57","POC","175","28","0",-0.0126023718386876,"Field","TPCBASS_Run18",0.604,2022-12-11,-0.00761183259056732,-0.00133005234782617,-0.00628178024274115,39.3550691102437,-0.00015961807169349,-0.574625058096565,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"58","POC","175","30","0",-0.0161770634920634,"Field","TPCBASS_Run17",0.6,2022-12-11,-0.00970623809523803,-0.00192966723981901,-0.00777657085541902,57.2101548492423,-0.000135929903981409,-0.489347654333071,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"59","POC","175","32","0",-0.0270908363434288,"Field","TPCBASS_Run19",0.595,2022-12-11,-0.0161190476243401,-0.00359641639344264,-0.0125226312308975,89.7178170914977,-0.000139577974998282,-0.502480709993814,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"60","POC","175","36","0",-0.0220275233957228,"Field","TPCBASS_Run20",0.6,2022-12-11,-0.0132165140374337,-0.00578836642087342,-0.00742814761656025,56.4643650272202,-0.00013155461170916,-0.473596602152977,"POC-175","175","Dec","POC-175Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"61","POC","178","22","0",-0.0181012611073138,"Field","TPCBASS_Run6",0.59,2022-12-08,-0.0106797440533152,0.00015939400755438,-0.0108391380608695,103.054293908833,-0.000105178907639292,-0.37864406750145,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"62","POC","178","25","0",-0.0164672041847042,"Field","TPCBASS_Run6",0.589,2022-12-08,-0.00969918326479079,0.00015939400755438,-0.00985857727234517,131.262697177079,-7.5105703938458e-05,-0.270380534178449,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"63","POC","178","28","0",-0.0170821848739493,"Field","TPCBASS_Run7",0.597,2022-12-08,-0.0101980643697477,-0.000288085092915289,-0.00990997927683242,61.0707139279447,-0.000162270565373198,-0.584174035343513,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"64","POC","178","30","0",-0.0263250875243122,"Field","TPCBASS_Run7",0.59,2022-12-08,-0.0155318016393442,-0.000288085092915289,-0.0152437165464289,82.2599188712773,-0.000185311592274759,-0.667121732189132,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"65","POC","178","32","0",-0.0304609299095517,"Field","TPCBASS_Run8",0.59,2022-12-08,-0.0179719486466355,-0.00117515981411569,-0.0167967888325198,90.9023068088268,-0.000184778466269778,-0.665202478571202,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"66","POC","178","36","0",-0.0292805882352936,"Field","TPCBASS_Run8",0.563,2022-12-08,-0.0164849711764703,-0.00117515981411569,-0.0153098113623546,139.071555313545,-0.000110085857081542,-0.39630908549355,"POC-178","178","Dec","POC-178Dec","Manava","Pocillopora","grandis","Unk long Branch off  Hap 1a",NA,"P. grandis","Yes"
"67","POC","179","22","0",-0.0102809073359073,"Field","TPCBASS_Run12",0.605,2022-12-10,-0.00621994893822393,-0.000303865915839003,-0.00591608302238493,63.6151733207258,-9.29979863853876e-05,-0.334792750987395,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"68","POC","179","25","0",-0.0213273631564323,"Field","TPCBASS_Run12",0.599,2022-12-10,-0.0127750905307029,-0.000303865915839003,-0.0124712246148639,106.212933155044,-0.000117417194351078,-0.422701899663882,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"69","POC","179","28","0",-0.0129529491833031,"Field","TPCBASS_Run13",0.609,2022-12-10,-0.00788834605263159,-0.00117993155578238,-0.00670841449684921,56.5959749958124,-0.000118531653484997,-0.426713952545991,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"70","POC","179","30","0",-0.01254519822283,"Field","TPCBASS_Run13",0.604,2022-12-10,-0.00757729972658932,-0.00117993155578238,-0.00639736817080694,44.0930279795603,-0.000145087975672083,-0.5223167124195,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"71","POC","179","32","0",-0.0359792934264353,"Field","TPCBASS_Run14",0.591,2022-12-10,-0.0212637624150233,-0.0023939448282084,-0.0188698175868149,139.071555313545,-0.00013568423495568,-0.488463245840447,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"72","POC","179","36","0",-0.0122325958188155,"Field","TPCBASS_Run14",0.608,2022-12-10,-0.0074374182578398,-0.0023939448282084,-0.0050434734296314,29.8791513716106,-0.000168795738771329,-0.607664659576786,"POC-179","179","Dec","POC-179Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"73","POC","181","22","0",-0.00899665961945037,"Field","TPCBASS_Run12",0.589,2022-12-10,-0.00529903251585627,-0.000303865915839003,-0.00499516660001727,83.2250586409527,-6.00199829424847e-05,-0.216071938592945,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"74","POC","181","25","0",-0.00943462541488862,"Field","TPCBASS_Run12",0.61,2022-12-10,-0.00575512150308206,-0.000303865915839003,-0.00545125558724306,85.6817780546724,-6.36221109203019e-05,-0.229039599313087,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"75","POC","181","28","0",-0.00748830492196882,"Field","TPCBASS_Run13",0.607,2022-12-10,-0.00454540108763508,-0.00117993155578238,-0.0033654695318527,32.3358707853304,-0.000104078518688895,-0.374682667280022,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"76","POC","181","30","0",-0.0115233888374963,"Field","TPCBASS_Run13",0.604,2022-12-10,-0.00696012685784779,-0.00117993155578238,-0.00578019530206541,56.2888850690973,-0.000102688040364806,-0.369676945313303,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"77","POC","181","32","0",-0.0177956742081445,"Field","TPCBASS_Run14",0.594,2022-12-10,-0.0105706304796378,-0.0023939448282084,-0.00817668565142942,75.2407205463637,-0.000108673675531734,-0.391225231914243,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
"78","POC","181","36","0",-0.0113353137651822,"Field","TPCBASS_Run14",0.608,2022-12-10,-0.00689187076923075,-0.0023939448282084,-0.00449792594102235,29.5720614448956,-0.000152100520601303,-0.547561874164692,"POC-181","181","Dec","POC-181Dec","Manava","Pocillopora","verrucosa","P verrucosa Haplotype 3b",NA,"P. verrucosa","Yes"
